id,stn
1019,521180
1020,522030
1021,522670
1022,523130
1023,523230
1024,523780
1025,523910
1026,524180
1027,524240
1028,524360
1029,524410
1030,524460
1031,524950
1032,525330
1033,525331
1034,525760
1035,526020
1036,526330
1037,526510
1038,526520
1039,526610
1040,526740
1041,526810
1042,527070
1043,527130
1044,527370
1045,527540
1046,527650
1047,527870
1048,528180
1049,528250
1050,528360
1051,528420
1052,528560
1053,528660
1054,529080
1055,529550
1056,529570
1057,529830
1058,529960
1059,530680
1060,530830
1061,531490
1062,531920
1063,532310
1064,532760
1065,533360
1066,533520
1067,533910
1068,534460
1069,534630
1070,534800
1071,534870
1072,535020
1073,535130
1074,535290
1075,535430
1076,535640
1077,535880
1078,535930
1079,536140
1080,536460
1081,536730
1082,536980
1083,537050
1084,537230
1085,537380
1086,537640
1087,537720
1088,537870
1089,537980
1090,538210
1091,538450
1092,538630
1093,538870
1094,538980
1095,539150
1096,539230
1097,539290
1098,539470
1099,539590
1100,539750
1101,540120
1102,540260
1103,540270
1104,540490
1105,540940
1106,540960
1107,541020
1108,541150
1109,541350
1110,541570
1111,541610
1112,541611
1113,541860
1114,542080
1115,542180
1116,542260
1117,542360
1118,542370
1119,542590
1120,542730
1121,542920
1122,543080
1123,543110
1124,543240
1125,543370
1126,543420
1127,543424
1128,543460
1129,543740
1130,543770
1131,543860
1132,544010
1133,544050
1134,544230
1135,544360
1136,544490
1137,544710
1138,544830
1139,544930
1140,544970
1141,545110
1142,545270
1143,545273
1144,545340
1145,545390
1146,545870
1147,546020
1148,546160
1149,546180
1150,546560
1151,546620
1152,547050
1153,547140
1154,547150
1155,547250
1156,547510
1157,547530
1158,547760
1159,548080
1160,548230
1161,548260
1162,548360
1163,548430
1164,548570
1165,548630
1166,549060
1167,549090
1168,549160
1169,549290
1170,549380
1171,549450
1172,552280
1173,552790
1174,552990
1175,554720
1176,555780
1177,555910
1178,556640
1179,556960
1180,557730
1181,560040
1182,560180
1183,560210
1184,560290
1185,560330
1186,560340
1187,560460
1188,560650
1189,560670
1190,560790
1191,560800
1192,560930
1193,560960
1194,561060
1195,561160
1196,561250
1197,561370
1198,561440
1199,561460
1200,561520
1201,561670
1202,561720
1203,561730
1204,561780
1205,561820
1206,561870
1207,561930
1208,561960
1209,562470
1210,562570
1211,562870
1212,562940
1213,563120
1214,563570
1215,563740
1216,563850
1217,564440
1218,564620
1219,564920
1220,565710
1221,565860
1222,566510
1223,566710
1224,566840
1225,566910
1226,567390
1227,567480
1228,567510
1229,567630
1230,567680
1231,567780
1232,567860
1233,568380
1234,568860
1235,569450
1236,569460
1237,569510
1238,569540
1239,569590
1240,569640
1241,569660
1242,569690
1243,569770
1244,569850
1245,569860
1246,570060
1247,570140
1248,570160
1249,570230
1250,570250
1251,570360
1252,570460
1253,570670
1254,570710
1255,570730
1256,570830
1257,571060
1258,571270
1259,571310
1260,571340
1261,571440
1262,571780
1263,571930
1264,572370
1265,572450
1266,572590
1267,572650
1268,572790
1269,572900
1270,572970
1271,573060
1272,573280
1273,573480
1274,573780
1275,573990
1276,574110
1277,574260
1278,574470
1279,574610
1280,574760
1281,574940
1282,574941
1283,575040
1284,575150
1285,575160
1286,575540
1287,575840
1288,575980
1289,576020
1290,576040
1291,576220
1292,576330
1293,576550
1294,576620
1295,576790
1296,576870
1297,577070
1298,577130
1299,577310
1300,577450
1301,577660
1302,577760
1303,577930
1304,577990
1305,578160
1306,578320
1307,578450
1308,578530
1309,578660
1310,579020
1311,579160
1312,579220
1313,579320
1314,579570
1315,579720
1316,579930
1317,580270
1318,580400
1319,581020
1320,581410
1321,581440
1322,581500
1323,582030
1324,582080
1325,582210
1326,582380
1327,582510
1328,582650
1329,583140
1330,583210
1331,583211
1332,583340
1333,583380
1334,583430
1335,583450
1336,583620
1337,583670
1338,584240
1339,584370
1340,584450
1341,584570
1342,584720
1343,584730
1344,584770
1345,585060
1346,585270
1347,585560
1348,585690
1349,586060
1350,586330
1351,586460
1352,586530
1353,586590
1354,586600
1355,586650
1356,586660
1357,587150
1358,587250
1359,587260
1360,587300
1361,587310
1362,587520
1363,587540
1364,587650
1365,588130
1366,588340
1367,588470
1368,588490
1369,588530
1370,589110
1371,589210
1372,589260
1373,589270
1374,589310
1375,589440
1376,589650
1377,589680
1378,589740
1379,590070
1380,590230
1381,590460
1382,590580
1383,590720
1384,590820
1385,590870
1386,590960
1387,591020
1388,591170
1389,591340
1390,591580
1391,592090
1392,592110
1393,592540
1394,592650
1395,592780
1396,592870
1397,592871
1398,592930
1399,593160
1400,593450
1401,593530
1402,593580
1403,593620
1404,594170
1405,594310
1406,594560
1407,594780
1408,594930
1409,595010
1410,595590
1411,595620
1412,595670
1413,596320
1414,596440
1415,596470
1416,596580
1417,596630
1418,596730
1419,597580
1420,597920
1421,598380
1422,598450
1423,598550
1424,599480
1425,599970
1426,690110
1427,691000
1428,691194
1429,691464
1430,692554
1431,697654
1432,697774
1433,697884
1434,697924
1435,749238
1436,749313
1437,749331
1438,749347
1439,749348
1440,960011
1441,960350
1442,960870
1443,961090
1444,961790
1445,962210
1446,962370
1447,962950
1448,963150
1449,963154
1450,963230
1451,964130
1452,964210
1453,964410
1454,964490
1455,964650
1456,964710
1457,964770
1458,964810
1459,964910
1460,965810
1461,966330
1462,966850
1463,967430
1464,967470
1465,967490
1466,967810
1467,968050
1468,968810
1469,969330
1470,969350
1471,969870
1472,970140
1473,970480
1474,970720
1475,971200
1476,971260
1477,971460
1478,971800
1479,971925
1480,972300
1481,972400
1482,972600
1483,973000
1484,973400
1485,974280
1486,974300
1487,975600
1488,977240
1489,977900
1490,978100
1491,979000
1492,981350
1493,982220
1494,982230
1495,982320
1496,983240
1497,983250
1498,983270
1499,983275
1500,983280
1501,983300
1502,984250
1503,984260
1504,984280
1505,984290
1506,984300
1507,984310
1508,984320
1509,984330
1510,984400
1511,984440
1512,984460
1513,984470
1514,985310
1515,985360
1516,985380
1517,985430
1518,985460
1519,985480
1520,985500
1521,985530
1522,985580
1523,986180
1524,986370
1525,986420
1526,986440
1527,986450
1528,986460
1529,986530
1530,987470
1531,987480
1532,987520
1533,987530
1534,987550
1535,988360
1536,988510
